IMT,IMD,TREATMENT
990,43.382023927,TPT
1200,57.2712842531,TPT
900,80.622577483,TPT
1410,15.8113883008,TPT
1695,26.4007575649,TPT
945,91.7877987534,TPT
1335,15.6524758425,TPT
1125,19.4164878389,TPT
1335,39.8246155035,TPT
1305,4.0,TPT
930,15.2315462117,TPT
1545,31.0483493925,TPT
1005,20.6155281281,TPT
1245,34.4093010682,TPT
1050,17.0880074906,TPT
1035,34.1320963318,TPT
1125,9.05538513814,TPT
1275,49.9799959984,TPT
1170,8.0622577483,TPT
900,5.83095189485,TPT
975,23.0,TPT
1005,51.4781507049,TPT
1155,40.249223595,TPT
1035,12.1655250606,TPT
960,21.0950231097,TPT
1770,5.38516480713,TPT
1095,3.60555127546,TPT
1035,14.8660687473,TPT
1395,6.7082039325,TPT
960,26.2488094968,TPT
930,22.0227155455,TPT
1275,0.0,TPT
885,24.2074368738,TPT
1125,64.4049687524,TPT
1050,27.4590604355,TPT
1845,24.2074368738,TPT
1080,18.1107702763,TPT
1230,17.0880074906,TPT
1560,18.973665961,TPT
1515,40.8533964316,TPT
1335,30.61045573,TPT
1020,43.5660418216,TPT
1125,16.7630546142,TPT
1035,13.6014705087,TPT
1290,29.0688837075,TPT
1275,86.0,TPT
1440,108.240473022,TPT
1515,53.2353266168,TPT
1260,33.6005952328,TPT
1395,77.3692445355,TPT
1290,146.263460919,TPT
1425,12.3693168769,TPT
1380,22.803508502,TPT
1245,36.8917334914,TPT
1425,53.16013544,TPT
2505,101.833196945,TPT
1440,15.8113883008,TPT
1350,6.0,TPT
1845,14.3178210633,TPT
1125,39.0512483795,TPT
1395,56.7274184147,TPT
1305,86.2148479092,TPT
1290,103.392456205,TPT
1365,36.1247837364,TPT
1500,68.4762732631,TPT
1545,40.5215991787,TPT
1320,30.4630924235,TPT
1875,26.83281573,TPT
1200,19.3132079158,TPT
1290,41.0,TPT
1710,18.4390889146,TPT
1260,25.4558441227,TPT
1365,35.8468966579,TPT
1155,105.171288858,TPT
2085,13.0384048104,TPT
1590,45.6508488421,TPT
1440,81.5965685553,TPT
1950,145.578157702,TPT
1740,25.495097568,TPT
1695,34.0,TPT
2085,59.2030404625,TPT
1485,17.2626765016,TPT
2145,36.0555127546,TPT
1110,52.0864665724,TPT
1530,220.839308095,TPT
1230,20.1246117975,TPT
1305,45.1220566907,TPT
1755,25.2388589282,TPT
2385,8.54400374532,TPT
2040,11.1803398875,TPT
1185,15.1327459504,TPT
1845,63.6003144646,TPT
1560,65.3911308971,TPT
1125,45.0998891351,TPT
1170,22.360679775,TPT
1290,32.7566787083,TPT
1155,13.152946438,TPT
1590,95.7757798193,TPT
1095,26.1725046566,TPT
1320,19.1049731745,TPT
1800,6.7082039325,TPT
1710,47.1699056603,TPT
1260,64.28063472,TPT
1365,21.2602916255,TPT
1725,131.867357598,TPT
1245,10.7703296143,TPT
1830,45.343136195,TPT
1785,20.3960780544,TPT
930,102.532921542,TPT
1110,51.6236379966,TPT
2265,76.0,TPT
1635,57.2013985843,TPT
1170,44.0454310911,TPT
1260,77.4209274034,TPT
1380,45.8802789878,TPT
1410,2.0,TPT
990,10.6301458127,TPT
1230,56.5685424949,TPT
1050,23.2594066992,TPT
1035,32.5576411922,TPT
1065,73.1095069057,TPT
1140,11.7046999107,TPT
1155,43.0116263352,TPT
1110,20.0249843945,TPT
1260,47.759815745,TPT
1335,46.6154480832,TPT
1095,66.211781429,TPT
990,29.4108823397,TPT
1125,20.1246117975,TPT
1140,29.0688837075,TPT
1140,64.8459713475,TPT
1110,12.0415945788,TPT
1125,53.1413210223,TPT
1260,116.661904665,TPT
1275,43.382023927,TPT
1275,39.4081209905,TPT
1215,28.0178514522,TPT
1110,41.0121933088,TPT
1035,33.9558536927,TPT
1350,11.313708499,TPT
990,31.2409987036,TPT
2175,19.2093727123,TPT
1215,45.1220566907,TPT
1050,47.4130783645,TPT
1005,14.1421356237,TPT
990,40.1123422403,TPT
1005,18.6815416923,TPT
3375,79.2464510246,TPT
1290,51.1957029447,TPT
1215,12.8062484749,TPT
1080,90.1387818866,TPT
945,5.38516480713,TPT
975,73.3552997404,TPT
1230,98.1835016691,TPT
1200,59.0338885726,TPT
1020,154.159008819,TPT
1065,55.0,TPT
990,48.4664832642,TPT
1005,53.9351462406,TPT
1065,59.0592922409,TPT
1125,112.254175869,TPT
1215,135.059246259,TPT
1425,79.3977329651,TPT
1365,67.4462749157,TPT
1230,139.043158767,TPT
1305,126.574088976,TPT
1410,43.4165866922,TPT
1635,135.247920502,TPT
1215,85.2349693494,TPT
1035,83.2346081867,TPT
1110,118.270875536,TPT
1005,74.3303437366,TPT
1470,59.4390444069,TPT
1095,35.5105618091,TPT
1275,131.468627436,TPT
1095,3.0,TPT
1110,77.9294552785,TPT
1155,95.0052630121,TPT
1260,39.8246155035,TPT
1980,154.434452115,TPT
1140,99.7045635866,TPT
1140,56.462376854,TPT
1425,46.9574275275,TPT
1155,86.4002314812,TPT
1245,24.2074368738,TPT
1455,134.063417829,TPT
1530,115.121674762,TPT
1215,77.6659513558,TPT
1185,84.9058301885,TPT
1305,141.014183684,TPT
1260,133.764718816,TPT
1170,68.5419579528,TPT
1140,34.0147027034,TPT
1185,107.48023074,TPT
1395,40.4969134626,TPT
1230,97.0154626851,TPT
1545,143.617547674,TPT
2130,99.1564420499,TPT
1335,65.9241988954,TPT
1305,101.862652626,TPT
1110,55.5697759578,TPT
1305,66.0984114786,TPT
1185,72.1110255093,TPT
1230,242.249871001,TPT
1290,184.548096712,TPT
1005,40.2616442784,TPT
1590,126.003968191,TPT
1770,189.081992797,TPT
1110,95.4620343383,TPT
1620,155.926264625,TPT
1515,111.126054551,TPT
1425,36.235341864,TPT
1350,165.157500587,TPT
1845,95.4410813015,TPT
1290,63.0,TPT
1215,56.3560112144,TPT
1875,173.948268172,TPT
2235,73.7563556583,TPT
1245,136.235090927,TPT
1230,33.1058907145,TPT
1080,20.2237484162,TPT
1215,43.6806593357,TPT
1200,61.2209114601,TPT
1095,63.2850693292,TPT
1170,76.5375724726,TPT
1335,143.027969293,TPT
1605,37.6961536499,TPT
1305,124.95199078,TPT
1350,151.082758778,TPT
1215,85.8836422143,TPT
1035,153.40469354,TPT
1170,26.9258240357,TPT
1200,114.109596441,TPT
945,28.3019433962,TPT
1155,26.0768096208,TPT
975,51.4295634825,TPT
960,19.4164878389,TPT
1035,41.7731971484,TPT
1095,27.892651362,TPT
975,198.957281847,TPT
930,42.8018691181,TPT
1065,44.821869662,TPT
1110,62.128898268,TPT
1065,76.2167960492,TPT
975,46.872166581,TPT
1035,59.4810894319,TPT
1095,76.2430324685,TPT
975,68.4470598346,TPT
1050,36.6196668472,TPT
1005,53.0094331228,TPT
960,65.192024052,TPT
1110,81.8352002503,TPT
1155,132.438665049,TPT
1185,99.3680028983,TPT
960,108.074048689,TPT
1350,59.640590205,TPT
990,23.4307490277,TPT
1080,55.4436651025,TPT
930,73.3893725276,TPT
1050,58.8217646794,TPT
1170,63.7887137353,TPT
1020,87.863530546,TPT
915,45.7055795281,TPT
990,140.801278403,TPT
1455,65.1152823844,TPT
1155,43.0464865001,TPT
1080,110.040901487,TPT
1125,23.4307490277,TPT
1050,107.200746266,TPT
1095,72.1110255093,TPT
1305,65.0307619516,TPT
1020,89.554452709,TPT
1215,39.4461658466,TPT
1095,6.40312423743,TPT
1110,63.0317380373,TPT
1230,29.0688837075,TPT
1185,35.3553390593,TPT
960,14.0,TPT
1095,74.9533188058,TPT
1020,37.483329628,TPT
1140,19.4164878389,TPT
1335,117.881296226,TPT
870,104.809350728,TPT
1620,69.0651865993,TPT
1650,47.6340214553,TPT
930,9.43398113206,TPT
1155,20.5182845287,TPT
1110,37.7359245282,TPT
1080,60.166435826,TPT
1080,49.6588360717,TPT
1065,36.1247837364,TPT
1035,81.3941029805,TPT
1020,123.470644284,TPT
1005,57.5586657246,TPT
1080,23.2594066992,TPT
1785,7.0,TPT
1245,104.785495179,TPT
1785,18.973665961,TPT
1470,20.8806130178,TPT
1425,53.9351462406,TPT
1815,83.868945385,TPT
1440,78.9176786278,TPT
1110,49.7292670366,TPT
1020,8.60232526704,TPT
1425,62.2896460096,TPT
1350,55.3624421427,TPT
1035,84.2911620515,TPT
1035,64.1950153828,TPT
1125,39.5600808897,TPT
1050,96.0468635615,TPT
1215,119.854077945,TPT
1305,81.215762017,TPT
1650,62.6418390535,TPT
1005,93.8616002421,TPT
1125,87.1148666991,TPT
1050,52.2398315464,TPT
1035,107.912001186,TPT
1065,59.4390444069,TPT
1050,131.244047484,TPT
1035,113.225438838,TPT
945,44.72135955,TPT
1275,22.2036033112,TPT
945,36.0555127546,TPT
1320,15.8113883008,TPT
1305,24.0831891576,TPT
2205,46.4004310325,TPT
1110,130.061523903,TPT
2325,37.1079506306,TPT
1350,13.4536240471,TPT
1020,5.83095189485,TPT
2205,36.0138862107,TPT
1410,169.54055562,TPT
1245,236.862829503,TPT
1950,15.1327459504,TPT
1125,50.6359556047,TPT
1440,11.0453610172,TPT
1440,17.2626765016,TPT
1035,52.2015325446,TPT
1005,36.8781778292,TPT
1170,36.4005494464,TPT
1140,168.86977231,TPT
1020,237.800336417,TPT
960,192.052076271,TPT
1080,35.8050275799,TPT
1140,14.1421356237,TPT
1650,252.420284446,TPT
1170,147.105404387,TPT
1410,21.9544984001,TPT
750,227.378539005,TPT
1365,18.0277563773,TPT
1095,23.4307490277,TPT
855,61.6846820532,TPT
1275,145.24806367,TPT
1275,29.1547594742,TPT
1275,32.2024843762,TPT
1170,41.1096095822,TPT
1200,9.21954445729,TPT
1350,79.5110055275,TPT
1035,59.9416382826,TPT
1110,28.4429253067,TPT
1140,17.0293863659,TPT
1125,6.7082039325,TPT
1170,32.3109888428,TPT
1395,185.270073136,TPT
1305,7.21110255093,TPT
1245,43.382023927,TPT
1155,60.8029604542,TPT
1065,42.1900462195,TPT
1350,66.7607669219,TPT
1380,156.732255774,TPT
1290,27.7848879789,TPT
1410,62.2012861603,TPT
1380,10.8166538264,TPT
1560,25.0599281723,TPT
1305,61.5223536611,TPT
1650,266.595198756,TPT
1185,26.1725046566,TPT
1335,55.542776308,TPT
990,31.7804971641,TPT
1590,29.8328677804,TPT
990,45.1884941108,TPT
1035,54.626001135,TPT
1005,46.4004310325,TPT
1110,17.2046505341,TPT
1170,83.2165848855,TPT
1170,141.73566947,TPT
1155,99.2018144995,TPT
1065,61.1882341631,TPT
915,68.1835757349,TPT
1005,29.0,TPT
1275,101.980390272,TPT
1095,5.83095189485,TPT
1155,169.0,TPT
990,34.4818792991,TPT
1035,13.0,TPT
1020,49.1629942131,TPT
1080,58.8727441181,TPT
1125,69.8569967863,TPT
1125,52.0096144958,TPT
975,63.6317530797,TPT
1110,106.099010363,TPT
1050,31.1448230048,TPT
1050,108.706025592,TPT
1035,87.2983390449,TPT
1110,75.6637297521,TPT
1650,7.81024967591,TPT
1380,25.079872408,TPT
3825,123.794184031,TPT
1545,30.4138126515,TPT
1740,177.766701044,TPT
1905,68.6002915446,TPT
1245,42.9418211072,TPT
1215,124.679589348,TPT
1365,136.400146627,TPT
1020,31.4006369362,TPT
1050,18.3847763109,TPT
1215,59.0,TPT
1170,125.717938259,TPT
990,68.0073525437,TPT
1005,19.4164878389,TPT
1260,67.3646791724,TPT
1065,54.1294744109,TPT
1050,34.1320963318,TPT
1275,74.0405294417,TPT
1155,87.2353139503,TPT
1245,45.8802789878,TPT
1245,16.1245154966,TPT
1110,44.1474801093,TPT
1170,33.2415402772,TPT
1230,27.892651362,TPT
1110,123.987902636,TPT
1065,2.0,TPT
1215,41.0,TPT
975,74.3303437366,TPT
1020,60.811183182,TPT
1185,60.0083327547,TPT
1125,87.1320836432,TPT
1125,65.7875368136,TPT
1245,36.7151195014,TPT
1095,25.079872408,TPT
1185,90.0055553841,TPT
1275,29.4278779391,TPT
1155,56.1426753905,TPT
1230,9.8488578018,TPT
1170,93.9627585802,TPT
1065,176.963273026,TPT
1185,23.0217288664,TPT
1155,0.0,TPT
1215,84.9058301885,TPT
1290,32.2490309932,TPT
1365,13.152946438,TPT
1155,56.0802995712,TPT
1215,75.9605160593,TPT
1395,72.4430811051,TPT
1410,72.6911273815,TPT
1140,34.0147027034,TPT
1140,94.1116358374,TPT
1065,177.673858516,TPT
1320,72.0138875496,TPT
1455,2.82842712475,TPT
1035,55.0817574157,TPT
1005,39.1152144312,TPT
1035,72.8010988928,TPT
1260,47.5078940809,TPT
1170,44.687805943,TPT
1185,11.1803398875,TPT
1230,64.8999229584,TPT
1125,89.888820217,TPT
1185,25.3179778023,TPT
1140,140.801278403,TPT
1080,63.1506136154,TPT
1080,65.0076918526,TPT
1110,114.934764106,TPT
1080,73.7563556583,TPT
1200,107.48023074,TPT
1350,55.4616984954,TPT
945,15.0,TPT
1170,58.7281874401,TPT
1425,107.563934476,TPT
1155,126.0,TPT
1125,70.0071424927,TPT
1260,158.221363918,TPT
1170,34.4818792991,TPT
1185,30.4138126515,TPT
1245,88.323269867,TPT
1215,34.1760149813,TPT
1200,75.6439025963,TPT
1230,58.1807528312,TPT
1125,97.0618359604,TPT
1215,123.71337842,TPT
1245,64.8151216924,TPT
1290,85.4400374532,TPT
1215,20.2237484162,TPT
1005,19.9248588452,TPT
1005,41.0,TPT
1200,12.3693168769,TPT
1395,48.3735464898,TPT
1275,59.0592922409,TPT
1455,92.2279784014,TPT
1230,112.449988884,TPT
1230,62.9682459657,TPT
1275,49.1629942131,TPT
1230,30.0166620396,TPT
1350,54.7083174664,TPT
1020,39.6610640301,TPT
1095,66.0681466366,TPT
1200,40.4598566483,TPT
1305,26.6270539114,TPT
1320,66.8505796534,TPT
1200,56.302753041,TPT
1140,17.4642491966,TPT
1125,68.3081254318,TPT
1095,11.401754251,TPT
1275,48.7031826475,TPT
1110,81.0061726043,TPT
1140,51.6623654124,TPT
1035,15.2970585408,TPT
1110,73.9797269527,TPT
1545,15.1327459504,TPT
1050,45.4862616622,TPT
1320,16.2788205961,TPT
1335,55.9464029228,TPT
2415,144.013888219,TPT
1530,13.0,TPT
1500,14.8660687473,TPT
1710,49.9799959984,TPT
1455,32.2024843762,TPT
1365,37.947331922,TPT
1320,33.941125497,TPT
1245,82.036577208,TPT
1305,21.0237960416,TPT
1515,40.7921561087,TPT
1215,97.8365984691,TPT
1635,46.270941205,TPT
1185,72.1803297305,TPT
960,52.3450093132,TPT
1425,13.0384048104,TPT
1245,13.6014705087,TPT
1695,79.6241169496,TPT
1530,69.6419413859,TPT
1320,74.2428447731,TPT
1320,89.4427191,TPT
1140,35.6931365951,TPT
1440,20.2484567313,TPT
1215,71.8052922841,TPT
1230,7.28010988928,TPT
1635,82.1340367935,TPT
1095,31.7804971641,TPT
1260,52.0096144958,TPT
1200,23.769728648,TPT
1890,120.503111993,TPT
1080,103.097041665,TPT
1005,40.718546143,TPT
1170,164.878743324,TPT
1170,70.0642562224,TPT
1200,47.5078940809,TPT
1185,39.0,TPT
2265,35.902646142,TPT
1215,107.29864864,TPT
1365,35.8050275799,TPT
1065,8.0622577483,TPT
2190,15.6204993518,TPT
975,27.5862284483,TPT
1290,47.6759897642,TPT
1035,74.2495791234,TPT
1035,31.3209195267,TPT
1155,57.9396237475,TPT
1335,16.2788205961,TPT
1560,38.1837661841,TPT
1530,57.1401785086,TPT
1200,126.269552941,TPT
1200,12.7279220614,TPT
1080,15.6204993518,TPT
1080,70.8801805867,TPT
1275,15.2315462117,TPT
1470,47.853944456,TPT
1095,31.384709653,TPT
930,62.2896460096,TPT
1035,52.2015325446,TPT
1125,67.7790528113,TPT
1350,7.81024967591,TPT
1170,13.0384048104,TPT
990,81.3449445264,TPT
1065,52.3927475897,TPT
1110,92.9731143934,TPT
1080,49.0917508345,TPT
1080,18.0277563773,TPT
1230,93.9042065085,TPT
1230,43.1045241245,TPT
1245,39.4588393139,TPT
1155,34.885527085,TPT
1065,75.4519714786,TPT
1080,80.7217442824,TPT
1080,93.7443331621,TPT
1020,61.9838688692,TPT
945,19.6468827044,TPT
1155,69.3757882838,TPT
1230,41.3037528561,TPT
1050,81.8413098624,TPT
1200,42.1544778167,TPT
1110,85.375640554,TPT
1020,64.2884126418,TPT
1080,20.2484567313,TPT
1320,34.7131099154,TPT
1290,79.4292137692,TPT
1305,110.018180316,TPT
1290,56.0802995712,TPT
1245,85.8661749468,TPT
1080,36.8781778292,TPT
1215,114.271606272,TPT
1170,10.295630141,TPT
1050,37.4432904537,TPT
1005,43.6806593357,TPT
1305,120.208152802,TPT
1260,124.422666745,TPT
915,16.7630546142,TPT
1155,90.8019823572,TPT
1050,20.0249843945,TPT
1275,47.539457296,TPT
1140,26.0768096208,TPT
1035,0.0,TPT
1110,31.7804971641,TPT
975,34.7850542619,TPT
975,21.9317121995,TPT
1125,36.3593179254,TPT
1155,36.1247837364,TPT
1110,27.6586333719,TPT
1260,78.4091831357,TPT
1230,15.5241746963,TPT
1020,72.0624728968,TPT
915,36.0555127546,TPT
1065,29.0688837075,TPT
1125,41.7731971484,TPT
1080,120.104121495,TPT
1125,71.0281634283,TPT
1110,57.008771255,TPT
1200,49.040799341,TPT
1140,35.1710107901,TPT
1020,62.2896460096,TPT
1095,77.2334124586,TPT
1050,37.2155881319,TPT
1245,51.7880295049,TPT
1080,17.4928556845,TPT
1065,42.201895692,TPT
1005,45.8802789878,TPT
1035,64.3816744113,TPT
975,40.1995024845,TPT
1005,52.6117857519,TPT
1455,20.591260282,TPT
1665,67.1192967782,TPT
1260,69.2603782837,TPT
1035,19.8494332413,TPT
990,64.1950153828,TPT
945,37.947331922,TPT
960,29.5465734054,TPT
915,14.5602197786,TPT
1020,61.554853586,TPT
1110,6.7082039325,TPT
1110,14.5602197786,TPT
1095,42.9418211072,TPT
1065,58.5234995536,TPT
990,62.128898268,TPT
930,38.4707681233,TPT
1200,17.0880074906,TPT
1245,7.0,TPT
1200,76.0065786626,TPT
1140,59.2368128785,TPT
1065,57.4282160614,TPT
1035,36.6742416418,TPT
1095,44.0113621693,TPT
1200,35.0142828,TPT
1245,109.55363983,TPT
1065,55.8032257132,TPT
1290,69.4262198308,TPT
1515,74.2495791234,TPT
1425,130.728726759,TPT
1290,39.6232255123,TPT
2145,5.0,TPT
2040,91.3892772704,TPT
1215,67.5351760196,TPT
1515,28.8444102037,TPT
1320,64.6606526413,TPT
1290,10.6301458127,TPT
1170,11.313708499,TPT
1245,66.0984114786,TPT
1245,44.2040722106,TPT
1245,58.6003412959,TPT
1335,45.3100430368,TPT
1125,47.0106370942,TPT
1185,35.3553390593,TPT
1455,58.8982172905,TPT
1185,58.8727441181,TPT
1170,164.730082256,TPT
1050,82.328609851,TPT
1035,77.1297607931,TPT
930,22.4722050542,TPT
1245,63.5295206971,TPT
1575,29.0688837075,TPT
1080,48.3321838944,TPT
1275,16.2788205961,TPT
1200,109.0,TPT
1005,66.4830805544,TPT
1125,35.2278299076,TPT
1170,72.8354309385,TPT
1140,46.1735855225,TPT
1035,30.4138126515,TPT
1035,37.1618083521,TPT
1380,97.1287804927,TPT
1245,58.5234995536,TPT
1545,28.6356421266,TPT
1095,34.3656805549,TPT
1020,45.5411901469,TPT
915,10.295630141,TPT
1185,46.4004310325,TPT
1215,65.192024052,TPT
1215,6.40312423743,TPT
1260,42.7551166529,TPT
2175,39.0,TPT
1110,12.2065556157,TPT
1035,24.6981780705,TPT
1170,194.146851636,TPT
1170,99.4635611669,TPT
1140,43.4626276242,TPT
1125,90.2441133814,TPT
1080,109.658560997,TPT
1470,97.9438614718,TPT
990,28.6530975638,TPT
1140,88.5268320906,TPT
1140,44.0454310911,TPT
1035,50.7740090991,TPT
1020,73.7360156233,TPT
2070,50.1597448159,TPT
1215,33.1209903234,TPT
1410,34.9284983931,TPT
1035,52.1536192416,TPT
1005,85.8836422143,TPT
1335,49.1629942131,TPT
870,81.3941029805,TPT
945,66.4830805544,TPT
1425,70.0357051796,TPT
1215,18.3847763109,TPT
990,77.6208734813,TPT
1155,28.6006992922,TPT
1005,46.6154480832,TPT
1260,41.4366987102,TPT
1290,43.0813184571,TPT
2175,51.4198405287,TPT
1275,36.8781778292,TPT
2010,55.4616984954,TPT
2550,23.6008474424,TPT
1335,60.207972894,TPT
2205,107.056060081,TPT
1770,59.640590205,TPT
2130,49.9799959984,TPT
2280,110.860272415,TPT
1155,12.0415945788,TPT
1185,89.0224690738,TPT
1395,15.2970585408,TPT
1050,36.4005494464,TPT
1080,8.0622577483,TPT
1110,21.0950231097,TPT
1785,53.8516480713,TPT
1320,31.7804971641,TPT
1350,60.207972894,TPT
1245,23.769728648,TPT
1665,40.4474968323,TPT
1050,25.0,TPT
1650,33.1058907145,TPT
1305,24.7588368063,TPT
1305,22.5610283454,TPT
915,101.044544633,TPT
1350,70.8378429937,TPT
960,21.2132034356,TPT
1230,87.3155198118,TPT
1305,92.3146792228,TPT
1515,95.1262319237,TPT
1440,207.386113325,TPT
1260,57.4891294072,TPT
2580,7.0,TPT
1425,202.785601067,TPT
2115,113.758516165,TPT
1425,10.0498756211,TPT
1065,45.0444225182,TPT
1125,43.5660418216,TPT
1065,11.1803398875,TPT
1905,35.3553390593,TPT
1515,71.1969100453,TPT
1365,22.0907220344,TPT
1020,13.0,TPT
1500,32.5576411922,TPT
1125,9.43398113206,TPT
1410,57.6888204074,TPT
1215,12.0415945788,TPT
1800,76.4002617797,TPT
1815,52.810983706,TPT
1500,53.0094331228,TPT
1290,53.8237865632,TPT
1155,12.0,TPT
1335,38.0131556175,TPT
1800,16.1245154966,TPT
1935,36.3455636908,TPT
1200,5.83095189485,TPT
1785,31.7804971641,TPT
1125,41.5932686862,TPT
1170,56.3560112144,TPT
1110,81.1233628494,TPT
1245,57.9741321625,TPT
900,74.966659256,TPT
1020,63.7887137353,TPT
1425,94.8946784599,TPT
1065,130.176802849,TPT
1005,18.3575597507,TPT
885,57.8705451849,TPT
990,45.3100430368,TPT
960,56.8594759033,TPT
1050,24.5153013443,TPT
885,33.2415402772,TPT
945,42.5793377121,TPT
1035,48.2700735446,TPT
870,39.8120584748,TPT
2490,121.433109159,TPT
1080,10.0,TPT
1230,45.7055795281,TPT
1935,55.2177507691,TPT
990,47.1274866718,TPT
1035,40.2243707222,TPT
1230,107.424392016,TPT
1155,78.9240140895,TPT
990,94.7259204231,TPT
1380,120.415945788,TPT
1020,3.0,TPT
1395,76.1577310586,TPT
1365,49.578221025,TPT
1125,19.6977156036,TPT
1515,36.3455636908,TPT
1155,138.177422179,TPT
1140,51.0,TPT
1590,34.4818792991,TPT
1200,41.2310562562,TPT
1170,53.310411741,TPT
1215,49.244289009,TPT
1275,127.349911661,TPT
1155,89.8721313868,TPT
1035,61.7170964968,TPT
1125,56.0802995712,TPT
1275,4.0,TPT
1290,44.283179651,TPT
1230,65.7343137182,TPT
1140,80.622577483,TPT
1110,85.0529246999,TPT
1110,107.042047813,TPT
1335,2.0,TPT
2055,93.3809402394,TPT
1050,33.1058907145,TPT
1140,40.4969134626,TPT
1320,55.0363516233,TPT
1230,62.9364759102,TPT
1740,43.0116263352,TPT
1515,57.3846669416,TPT
1140,53.310411741,TPT
1350,131.575073627,TPT
1410,69.6419413859,TPT
1140,45.7930125674,TPT
1170,141.992957572,TPT
1050,23.0217288664,TPT
900,57.4891294072,TPT
990,42.0594816896,TPT
1665,9.43398113206,TPT
1110,53.600373133,TPT
1050,89.693923986,TPT
945,18.3575597507,TPT
900,56.6127194189,TPT
930,1.41421356237,TPT
1575,84.5990543682,TPT
1830,67.007462271,TPT
1140,31.9530906173,TPT
1455,58.2494635168,TPT
1995,39.9249295554,TPT
1380,118.127050247,TPT
1605,127.314571044,TPT
1320,49.0917508345,TPT
1155,55.0,TPT
3075,77.3886296558,TPT
1980,25.5538646784,TPT
1650,26.8700576851,TPT
1965,29.0688837075,TPT
1305,43.7378554573,TPT
1725,67.0,TPT
1305,14.5602197786,TPT
1740,14.0,TPT
1200,66.6108099335,TPT
1125,28.6356421266,TPT
1140,52.0096144958,TPT
1380,83.0240928888,TPT
1170,34.7850542619,TPT
1380,79.8310716451,TPT
1110,38.0788655293,TPT
975,68.5054742338,TPT
1140,31.3209195267,TPT
1335,0.0,TPT
1485,55.0090901579,TPT
930,23.3238075794,TPT
1080,23.1948270095,TPT
945,22.2036033112,TPT
1230,68.1175454637,TPT
1215,87.7268487978,TPT
1335,63.1268564083,TPT
1275,94.1116358374,TPT
1155,57.3846669416,TPT
990,61.0737259384,TPT
1125,90.6200860737,TPT
1125,48.5077313425,TPT
1140,27.2029410175,TPT
1740,71.0633520178,TPT
1155,19.9248588452,TPT
1425,146.972786597,TPT
1245,33.0605505096,TPT
1365,38.8329756779,TPT
1665,11.0453610172,TPT
1125,21.5870331449,TPT
1635,74.5452882482,TPT
1035,25.495097568,TPT
1065,0.0,TPT
1095,47.5184174821,TPT
1155,58.3095189485,TPT
1020,27.2029410175,TPT
1110,72.0902212509,TPT
1710,61.0327780787,TPT
1275,75.4254598925,TPT
1005,60.415229868,TPT
1320,52.2015325446,TPT
1440,11.7046999107,TPT
1230,21.3775583264,TPT
1245,31.304951685,TPT
1290,60.0749531835,TPT
1170,48.2597140481,TPT
960,47.9270278653,TPT
1410,37.8021163429,TPT
1230,20.0,TPT
1365,88.955044826,TPT
1080,154.466824917,TPT
1665,115.117331449,TPT
1170,133.461604966,TPT
1095,83.0963296422,TPT
1275,41.1460812229,TPT
1215,54.5710545986,TPT
1335,49.193495505,TPT
1470,163.981706297,TPT
1065,19.0262975904,TPT
1095,114.586212085,TPT
1650,98.6711710684,TPT
1080,63.0317380373,TPT
1035,64.1248781675,TPT
1260,76.2954782408,TPT
1095,12.0415945788,TPT
1095,56.0357029045,TPT
1260,81.8352002503,TPT
1245,16.7630546142,TPT
1140,73.6817480792,TPT
1095,47.2969343615,TPT
1125,76.4198926982,TPT
1215,91.5860251348,TPT
1185,37.6430604494,TPT
1110,121.82774725,TPT
1005,16.4924225025,TPT
960,41.7731971484,TPT
990,60.2162768693,TPT
1290,83.4326075345,TPT
1890,177.200451467,TPT
1230,6.0,TPT
1185,84.8645980371,TPT
1455,11.1803398875,TPT
1575,58.5234995536,TPT
1230,34.9284983931,TPT
1320,48.754486973,TPT
1260,84.5813218152,TPT
1440,54.3415126768,TPT
1575,23.6008474424,TPT
1605,16.5529453572,TPT
1260,36.7967389859,TPT
1590,15.0332963784,TPT
1455,71.309185944,TPT
1800,37.483329628,TPT
1485,22.360679775,TPT
1740,65.2993108693,TPT
1665,51.0,TPT
1425,39.2937654088,TPT
1290,19.1049731745,TPT
1485,24.6981780705,TPT
1290,27.8567765544,TPT
960,42.1070065429,TPT
1560,46.1735855225,TPT
1290,47.4236228055,TPT
1590,6.40312423743,TPT
1335,11.1803398875,TPT
1665,83.258633186,TPT
2250,49.0306026885,TPT
1680,165.075740192,TPT
1230,38.275318418,TPT
1680,126.889715895,TPT
1125,65.7343137182,TPT
1155,62.3618473107,TPT
1905,115.948264325,TPT
1215,12.1655250606,TPT
1110,30.6757233004,TPT
1200,84.958813551,TPT
1200,36.1247837364,TPT
1170,44.3846820423,TPT
1200,25.2982212813,TPT
1290,33.941125497,TPT
1095,29.0688837075,TPT
1125,29.6141857899,TPT
1440,74.0,TPT
1245,63.7808748764,TPT
1110,46.270941205,TPT
1170,35.77708764,TPT
1185,25.0199920064,TPT
1365,14.8660687473,TPT
1440,22.8473193176,TPT
1155,19.3132079158,TPT
1410,49.193495505,TPT
1095,64.8151216924,TPT
2085,47.8852795753,TPT
1500,73.9256383131,TPT
1425,101.434708064,TPT
1365,58.9406481132,TPT
1155,151.013244452,TPT
1920,85.615419172,TPT
2940,40.3112887415,TPT
1155,32.0156211872,TPT
2235,86.0523096727,TPT
1290,98.0459076147,TPT
